vehicle/0/_id,vehicle/0/_x,vehicle/0/_y,vehicle/0/_angle,vehicle/0/_type,vehicle/0/_speed,vehicle/0/_pos,vehicle/0/_lane,vehicle/0/_slope,person/0/_id,person/0/_x,person/0/_y,person/0/_angle,person/0/_speed,person/0/_pos,person/0/_edge,person/0/_slope,person/0/_type,container/_id,container/_x,container/_y,container/_angle,container/_speed,container/_pos,container/_edge,container/_slope,container/_type,_time,person/1/_id,person/1/_x,person/1/_y,person/1/_angle,person/1/_speed,person/1/_pos,person/1/_edge,person/1/_slope,person/1/_type,person/2/_id,person/2/_x,person/2/_y,person/2/_angle,person/2/_speed,person/2/_pos,person/2/_edge,person/2/_slope,person/2/_type,vehicle/1/_id,vehicle/1/_x,vehicle/1/_y,vehicle/1/_angle,vehicle/1/_type,vehicle/1/_speed,vehicle/1/_pos,vehicle/1/_lane,vehicle/1/_slope,person/3/_id,person/3/_x,person/3/_y,person/3/_angle,person/3/_speed,person/3/_pos,person/3/_edge,person/3/_slope,person/3/_type,person/4/_id,person/4/_x,person/4/_y,person/4/_angle,person/4/_speed,person/4/_pos,person/4/_edge,person/4/_slope,person/4/_type,person/5/_id,person/5/_x,person/5/_y,person/5/_angle,person/5/_speed,person/5/_pos,person/5/_edge,person/5/_slope,person/5/_type,vehicle/2/_id,vehicle/2/_x,vehicle/2/_y,vehicle/2/_angle,vehicle/2/_type,vehicle/2/_speed,vehicle/2/_pos,vehicle/2/_lane,vehicle/2/_slope,vehicle/3/_id,vehicle/3/_x,vehicle/3/_y,vehicle/3/_angle,vehicle/3/_type,vehicle/3/_speed,vehicle/3/_pos,vehicle/3/_lane,vehicle/3/_slope,vehicle/4/_id,vehicle/4/_x,vehicle/4/_y,vehicle/4/_angle,vehicle/4/_type,vehicle/4/_speed,vehicle/4/_pos,vehicle/4/_lane,vehicle/4/_slope,vehicle/5/_id,vehicle/5/_x,vehicle/5/_y,vehicle/5/_angle,vehicle/5/_type,vehicle/5/_speed,vehicle/5/_pos,vehicle/5/_lane,vehicle/5/_slope,vehicle/6/_id,vehicle/6/_x,vehicle/6/_y,vehicle/6/_angle,vehicle/6/_type,vehicle/6/_speed,vehicle/6/_pos,vehicle/6/_lane,vehicle/6/_slope
,,,,,,,,,p_3,3.58,-36.08,180.06,1.14,63.92,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,131.00,p_5,3.60,-17.96,180.06,1.17,82.04,-E0,0.00,DEFAULT_PEDTYPE,p_4,50.19,4.52,90.00,1.33,49.81,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-61.27,-4.52,270.00,1.19,38.73,-E2,0.00,DEFAULT_PEDTYPE,p_1,-59.86,-4.52,270.00,1.36,40.14,-E2,0.00,DEFAULT_PEDTYPE,p_2,-80.47,5.80,270.00,1.40,73.86,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-37.23,180.06,1.15,62.77,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,132.00,p_5,3.60,-18.96,180.06,1.00,81.04,-E0,0.00,DEFAULT_PEDTYPE,p_4,51.42,4.52,90.00,1.23,48.58,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-62.51,-4.52,270.00,1.23,37.49,-E2,0.00,DEFAULT_PEDTYPE,p_1,-61.16,-4.52,270.00,1.31,38.84,-E2,0.00,DEFAULT_PEDTYPE,p_2,-81.79,5.80,270.00,1.32,75.18,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-38.28,180.06,1.04,61.72,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,133.00,p_5,3.60,-20.09,180.06,1.13,79.91,-E0,0.00,DEFAULT_PEDTYPE,p_4,52.86,4.52,90.00,1.44,47.14,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-63.75,-4.52,270.00,1.24,36.25,-E2,0.00,DEFAULT_PEDTYPE,p_1,-62.53,-4.52,270.00,1.37,37.47,-E2,0.00,DEFAULT_PEDTYPE,p_2,-83.10,5.80,270.00,1.30,76.49,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-39.21,180.06,0.94,60.79,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,134.00,p_5,3.60,-21.10,180.06,1.01,78.90,-E0,0.00,DEFAULT_PEDTYPE,p_4,54.12,4.52,90.00,1.26,45.88,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-65.00,-4.52,270.00,1.26,35.00,-E2,0.00,DEFAULT_PEDTYPE,p_1,-63.71,-4.52,270.00,1.18,36.29,-E2,0.00,DEFAULT_PEDTYPE,p_2,-84.52,5.80,270.00,1.42,77.91,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-40.17,180.06,0.95,59.83,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,135.00,p_5,3.60,-22.23,180.06,1.14,77.77,-E0,0.00,DEFAULT_PEDTYPE,p_4,55.42,4.52,90.00,1.30,44.58,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-66.17,-4.52,270.00,1.17,33.83,-E2,0.00,DEFAULT_PEDTYPE,p_1,-65.02,-4.52,270.00,1.30,34.98,-E2,0.00,DEFAULT_PEDTYPE,p_2,-85.77,5.80,270.00,1.26,79.16,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-41.11,180.06,0.94,58.89,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,136.00,p_5,3.59,-23.45,180.06,1.22,76.55,-E0,0.00,DEFAULT_PEDTYPE,p_4,56.64,4.52,90.00,1.21,43.36,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-67.43,-4.52,270.00,1.27,32.57,-E2,0.00,DEFAULT_PEDTYPE,p_1,-66.30,-4.52,270.00,1.28,33.70,-E2,0.00,DEFAULT_PEDTYPE,p_2,-87.19,5.80,270.00,1.41,80.58,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-42.10,180.06,0.99,57.90,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,137.00,p_5,3.59,-24.45,180.06,1.00,75.55,-E0,0.00,DEFAULT_PEDTYPE,p_4,58.06,4.52,90.00,1.43,41.94,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-68.56,-4.52,270.00,1.12,31.44,-E2,0.00,DEFAULT_PEDTYPE,p_1,-67.56,-4.52,270.00,1.26,32.44,-E2,0.00,DEFAULT_PEDTYPE,p_2,-88.46,5.80,270.00,1.28,81.85,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-43.07,180.06,0.97,56.93,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,138.00,p_5,3.59,-25.61,180.06,1.16,74.39,-E0,0.00,DEFAULT_PEDTYPE,p_4,59.25,4.52,90.00,1.19,40.75,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-69.65,-4.52,270.00,1.10,30.35,-E2,0.00,DEFAULT_PEDTYPE,p_1,-68.88,-4.52,270.00,1.32,31.12,-E2,0.00,DEFAULT_PEDTYPE,p_2,-89.84,5.80,270.00,1.37,83.23,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-44.08,180.06,1.01,55.92,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,139.00,p_5,3.59,-26.65,180.06,1.04,73.35,-E0,0.00,DEFAULT_PEDTYPE,p_4,60.66,4.52,90.00,1.40,39.34,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-70.91,-4.52,270.00,1.26,29.09,-E2,0.00,DEFAULT_PEDTYPE,p_1,-70.24,-4.52,270.00,1.36,29.76,-E2,0.00,DEFAULT_PEDTYPE,p_2,-91.11,5.80,270.00,1.27,84.50,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-45.16,180.06,1.07,54.84,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,140.00,p_5,3.59,-27.77,180.06,1.12,72.23,-E0,0.00,DEFAULT_PEDTYPE,p_4,61.87,4.52,90.00,1.22,38.13,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-72.20,-4.52,270.00,1.29,27.80,-E2,0.00,DEFAULT_PEDTYPE,p_1,-71.56,-4.52,270.00,1.32,28.44,-E2,0.00,DEFAULT_PEDTYPE,p_2,-92.44,5.80,270.00,1.33,85.83,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-46.29,180.06,1.13,53.71,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,141.00,p_5,3.59,-28.81,180.06,1.04,71.19,-E0,0.00,DEFAULT_PEDTYPE,p_4,63.18,4.52,90.00,1.30,36.82,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-73.31,-4.52,270.00,1.11,26.69,-E2,0.00,DEFAULT_PEDTYPE,p_1,-72.62,-4.52,270.00,1.06,27.38,-E2,0.00,DEFAULT_PEDTYPE,p_2,-93.92,5.80,270.00,1.48,87.31,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-47.26,180.06,0.97,52.74,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,142.00,p_5,3.59,-30.04,180.06,1.23,69.96,-E0,0.00,DEFAULT_PEDTYPE,p_4,64.57,4.52,90.00,1.40,35.43,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-74.49,-4.52,270.00,1.19,25.51,-E2,0.00,DEFAULT_PEDTYPE,p_1,-73.93,-4.52,270.00,1.31,26.07,-E2,0.00,DEFAULT_PEDTYPE,p_2,-95.13,5.80,270.00,1.21,88.52,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-48.31,180.06,1.05,51.69,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,143.00,p_5,3.59,-31.10,180.06,1.06,68.90,-E0,0.00,DEFAULT_PEDTYPE,p_4,65.78,4.52,90.00,1.20,34.22,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-75.68,-4.52,270.00,1.19,24.32,-E2,0.00,DEFAULT_PEDTYPE,p_1,-75.17,-4.52,270.00,1.23,24.83,-E2,0.00,DEFAULT_PEDTYPE,p_2,-96.63,5.80,270.00,1.50,90.02,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-49.37,180.06,1.06,50.63,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,144.00,p_5,3.59,-32.18,180.06,1.08,67.82,-E0,0.00,DEFAULT_PEDTYPE,p_4,67.01,4.52,90.00,1.24,32.99,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-76.95,-4.52,270.00,1.27,23.05,-E2,0.00,DEFAULT_PEDTYPE,p_1,-76.25,-4.52,270.00,1.08,23.75,-E2,0.00,DEFAULT_PEDTYPE,p_2,-97.99,5.80,270.00,1.36,91.38,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-50.50,180.06,1.13,49.49,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,145.00,p_5,3.59,-33.17,180.06,0.99,66.82,-E0,0.00,DEFAULT_PEDTYPE,p_4,68.38,4.52,90.00,1.37,31.62,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-78.10,-4.52,270.00,1.15,21.90,-E2,0.00,DEFAULT_PEDTYPE,p_1,-77.41,-4.52,270.00,1.16,22.59,-E2,0.00,DEFAULT_PEDTYPE,p_2,-99.43,5.80,270.00,1.43,92.82,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-51.62,180.06,1.11,48.38,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,146.00,p_5,3.58,-34.38,180.06,1.20,65.62,-E0,0.00,DEFAULT_PEDTYPE,p_4,69.68,4.52,90.00,1.30,30.32,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-79.23,-4.52,270.00,1.14,20.77,-E2,0.00,DEFAULT_PEDTYPE,p_1,-78.57,-4.52,270.00,1.15,21.43,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-52.57,180.06,0.96,47.43,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,147.00,p_5,3.58,-35.50,180.06,1.12,64.50,-E0,0.00,DEFAULT_PEDTYPE,p_4,70.87,4.52,90.00,1.19,29.13,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-80.53,-4.52,270.00,1.30,19.47,-E2,0.00,DEFAULT_PEDTYPE,p_1,-79.77,-4.52,270.00,1.20,20.23,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.57,-53.55,180.06,0.98,46.45,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,148.00,p_5,3.58,-36.58,180.06,1.08,63.42,-E0,0.00,DEFAULT_PEDTYPE,p_4,72.16,4.52,90.00,1.29,27.84,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-81.66,-4.52,270.00,1.13,18.34,-E2,0.00,DEFAULT_PEDTYPE,p_1,-81.00,-4.52,270.00,1.23,19.00,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-54.70,180.06,1.15,45.30,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,149.00,p_5,3.58,-37.76,180.06,1.18,62.24,-E0,0.00,DEFAULT_PEDTYPE,p_4,73.41,4.52,90.00,1.25,26.59,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-82.80,-4.52,270.00,1.13,17.20,-E2,0.00,DEFAULT_PEDTYPE,p_1,-82.21,-4.52,270.00,1.21,17.79,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-55.66,180.06,0.96,44.34,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,150.00,p_5,3.58,-38.83,180.06,1.06,61.17,-E0,0.00,DEFAULT_PEDTYPE,p_4,74.74,4.52,90.00,1.33,25.26,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-83.93,-4.52,270.00,1.14,16.07,-E2,0.00,DEFAULT_PEDTYPE,p_1,-83.29,-4.52,270.00,1.08,16.71,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-56.64,180.06,0.98,43.36,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,151.00,p_5,3.58,-39.95,180.06,1.13,60.05,-E0,0.00,DEFAULT_PEDTYPE,p_4,76.14,4.52,90.00,1.40,23.86,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-85.09,-4.52,270.00,1.15,14.91,-E2,0.00,DEFAULT_PEDTYPE,p_1,-84.56,-4.52,270.00,1.28,15.44,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-57.66,180.06,1.02,42.34,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,152.00,p_5,3.58,-41.11,180.06,1.15,58.89,-E0,0.00,DEFAULT_PEDTYPE,p_4,77.47,4.52,90.00,1.33,22.53,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-86.28,-4.52,270.00,1.19,13.72,-E2,0.00,DEFAULT_PEDTYPE,p_1,-85.73,-4.52,270.00,1.17,14.27,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-58.67,180.06,1.02,41.32,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,153.00,p_5,3.58,-42.10,180.06,0.99,57.90,-E0,0.00,DEFAULT_PEDTYPE,p_4,78.81,4.52,90.00,1.34,21.19,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-87.51,-4.52,270.00,1.23,12.49,-E2,0.00,DEFAULT_PEDTYPE,p_1,-86.94,-4.52,270.00,1.20,13.06,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-59.64,180.06,0.97,40.36,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,154.00,p_5,3.58,-43.19,180.06,1.09,56.81,-E0,0.00,DEFAULT_PEDTYPE,p_4,80.25,4.52,90.00,1.45,19.75,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-88.74,-4.52,270.00,1.23,11.26,-E2,0.00,DEFAULT_PEDTYPE,p_1,-88.07,-4.52,270.00,1.14,11.93,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-60.58,180.06,0.93,39.42,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,155.00,p_5,3.57,-44.39,180.06,1.20,55.61,-E0,0.00,DEFAULT_PEDTYPE,p_4,81.58,4.52,90.00,1.32,18.42,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-89.85,-4.52,270.00,1.11,10.15,-E2,0.00,DEFAULT_PEDTYPE,p_1,-89.23,-4.52,270.00,1.15,10.77,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-61.70,180.06,1.12,38.30,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,156.00,p_5,3.57,-45.46,180.06,1.07,54.54,-E0,0.00,DEFAULT_PEDTYPE,p_4,83.02,4.52,90.00,1.44,16.98,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-90.90,-4.52,270.00,1.05,9.10,-E2,0.00,DEFAULT_PEDTYPE,p_1,-90.35,-4.52,270.00,1.12,9.65,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-62.64,180.06,0.94,37.36,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,157.00,p_5,3.57,-46.68,180.06,1.21,53.32,-E0,0.00,DEFAULT_PEDTYPE,p_4,84.36,4.52,90.00,1.34,15.64,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-92.01,-4.52,270.00,1.11,7.99,-E2,0.00,DEFAULT_PEDTYPE,p_1,-91.37,-4.52,270.00,1.02,8.63,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.56,-63.66,180.06,1.02,36.34,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,158.00,p_5,3.57,-47.87,180.06,1.20,52.13,-E0,0.00,DEFAULT_PEDTYPE,p_4,85.67,4.52,90.00,1.31,14.33,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-93.12,-4.52,270.00,1.11,6.88,-E2,0.00,DEFAULT_PEDTYPE,p_1,-92.54,-4.52,270.00,1.16,7.46,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-64.68,180.06,1.02,35.32,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,159.00,p_5,3.57,-49.07,180.06,1.20,50.92,-E0,0.00,DEFAULT_PEDTYPE,p_4,87.01,4.52,90.00,1.33,12.99,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-94.21,-4.52,270.00,1.09,5.79,-E2,0.00,DEFAULT_PEDTYPE,p_1,-93.54,-4.52,270.00,1.00,6.46,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-65.71,180.06,1.03,34.29,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,160.00,p_5,3.57,-50.14,180.06,1.07,49.86,-E0,0.00,DEFAULT_PEDTYPE,p_4,88.26,4.52,90.00,1.25,11.74,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-95.41,-4.52,270.00,1.20,4.59,-E2,0.00,DEFAULT_PEDTYPE,p_1,-94.84,-4.52,270.00,1.30,5.16,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-66.75,180.06,1.04,33.25,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,161.00,p_5,3.57,-51.34,180.06,1.20,48.66,-E0,0.00,DEFAULT_PEDTYPE,p_4,89.46,4.52,90.00,1.20,10.54,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-96.68,-4.52,270.00,1.27,3.32,-E2,0.00,DEFAULT_PEDTYPE,p_1,-96.11,-4.52,270.00,1.27,3.89,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-67.85,180.06,1.11,32.14,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,162.00,p_5,3.57,-52.47,180.06,1.12,47.53,-E0,0.00,DEFAULT_PEDTYPE,p_4,90.87,4.52,90.00,1.42,9.13,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-97.98,-4.52,270.00,1.29,2.02,-E2,0.00,DEFAULT_PEDTYPE,p_1,-97.35,-4.52,270.00,1.24,2.65,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-68.89,180.06,1.03,31.11,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,163.00,p_5,3.57,-53.56,180.06,1.09,46.44,-E0,0.00,DEFAULT_PEDTYPE,p_4,92.04,4.52,90.00,1.17,7.96,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-99.19,-4.52,270.00,1.21,0.81,-E2,0.00,DEFAULT_PEDTYPE,p_1,-98.62,-4.52,270.00,1.27,1.38,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-69.95,180.06,1.06,30.05,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,164.00,p_5,3.56,-54.59,180.06,1.03,45.41,-E0,0.00,DEFAULT_PEDTYPE,p_4,93.36,4.52,90.00,1.33,6.64,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_1,-99.87,-4.52,270.00,1.24,0.13,-E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.55,-70.95,180.06,1.00,29.05,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,165.00,p_5,3.56,-55.81,180.06,1.22,44.19,-E0,0.00,DEFAULT_PEDTYPE,p_4,94.56,4.52,90.00,1.19,5.44,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
