vehicle/0/_id,vehicle/0/_x,vehicle/0/_y,vehicle/0/_angle,vehicle/0/_type,vehicle/0/_speed,vehicle/0/_pos,vehicle/0/_lane,vehicle/0/_slope,person/0/_id,person/0/_x,person/0/_y,person/0/_angle,person/0/_speed,person/0/_pos,person/0/_edge,person/0/_slope,person/0/_type,container/_id,container/_x,container/_y,container/_angle,container/_speed,container/_pos,container/_edge,container/_slope,container/_type,_time,person/1/_id,person/1/_x,person/1/_y,person/1/_angle,person/1/_speed,person/1/_pos,person/1/_edge,person/1/_slope,person/1/_type,person/2/_id,person/2/_x,person/2/_y,person/2/_angle,person/2/_speed,person/2/_pos,person/2/_edge,person/2/_slope,person/2/_type,vehicle/1/_id,vehicle/1/_x,vehicle/1/_y,vehicle/1/_angle,vehicle/1/_type,vehicle/1/_speed,vehicle/1/_pos,vehicle/1/_lane,vehicle/1/_slope,person/3/_id,person/3/_x,person/3/_y,person/3/_angle,person/3/_speed,person/3/_pos,person/3/_edge,person/3/_slope,person/3/_type,person/4/_id,person/4/_x,person/4/_y,person/4/_angle,person/4/_speed,person/4/_pos,person/4/_edge,person/4/_slope,person/4/_type,person/5/_id,person/5/_x,person/5/_y,person/5/_angle,person/5/_speed,person/5/_pos,person/5/_edge,person/5/_slope,person/5/_type,vehicle/2/_id,vehicle/2/_x,vehicle/2/_y,vehicle/2/_angle,vehicle/2/_type,vehicle/2/_speed,vehicle/2/_pos,vehicle/2/_lane,vehicle/2/_slope,vehicle/3/_id,vehicle/3/_x,vehicle/3/_y,vehicle/3/_angle,vehicle/3/_type,vehicle/3/_speed,vehicle/3/_pos,vehicle/3/_lane,vehicle/3/_slope,vehicle/4/_id,vehicle/4/_x,vehicle/4/_y,vehicle/4/_angle,vehicle/4/_type,vehicle/4/_speed,vehicle/4/_pos,vehicle/4/_lane,vehicle/4/_slope,vehicle/5/_id,vehicle/5/_x,vehicle/5/_y,vehicle/5/_angle,vehicle/5/_type,vehicle/5/_speed,vehicle/5/_pos,vehicle/5/_lane,vehicle/5/_slope,vehicle/6/_id,vehicle/6/_x,vehicle/6/_y,vehicle/6/_angle,vehicle/6/_type,vehicle/6/_speed,vehicle/6/_pos,vehicle/6/_lane,vehicle/6/_slope
t_11,1.62,-80.70,0.06,DEFAULT_VEHTYPE,7.00,19.30,-E0_1,0.00,p_5,3.25,7.39,179.97,1.09,3.26,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,103.00,p_3,3.71,-5.93,224.81,0.93,1.11,:J2_w1,0.00,DEFAULT_PEDTYPE,p_4,13.87,4.52,90.00,1.34,86.13,-E1,0.00,DEFAULT_PEDTYPE,t_12,-82.03,-1.60,90.00,DEFAULT_VEHTYPE,5.98,17.97,-E2_2,0.00,p_0,-29.03,-4.52,270.00,1.05,70.97,-E2,0.00,DEFAULT_PEDTYPE,p_1,-24.50,-4.52,270.00,1.26,75.50,-E2,0.00,DEFAULT_PEDTYPE,p_2,-43.07,5.80,270.00,1.28,36.46,E2,0.00,DEFAULT_PEDTYPE,t_16,-80.23,3.70,270.00,DEFAULT_BIKETYPE,4.69,73.62,E2_1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.63,-71.13,0.06,DEFAULT_VEHTYPE,9.57,28.87,-E0_1,0.00,p_5,3.38,6.36,179.97,1.05,2.21,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,104.00,p_3,3.25,-7.64,180.06,1.04,0.07,:J2_w1,0.00,DEFAULT_PEDTYPE,p_4,15.07,4.52,90.00,1.20,84.93,-E1,0.00,DEFAULT_PEDTYPE,t_12,-73.78,-1.60,90.00,DEFAULT_VEHTYPE,8.26,26.22,-E2_2,0.00,p_0,-30.13,-4.52,270.00,1.10,69.87,-E2,0.00,DEFAULT_PEDTYPE,p_1,-25.82,-4.52,270.00,1.32,74.18,-E2,0.00,DEFAULT_PEDTYPE,p_2,-44.56,5.80,270.00,1.50,37.95,E2,0.00,DEFAULT_PEDTYPE,t_16,-84.91,3.70,270.00,DEFAULT_BIKETYPE,4.68,78.30,E2_1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.64,-59.48,0.06,DEFAULT_VEHTYPE,11.65,40.52,-E0_1,0.00,p_5,3.70,5.27,179.97,1.13,1.08,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,105.00,p_3,3.61,-8.61,180.06,0.97,91.39,-E0,0.00,DEFAULT_PEDTYPE,p_4,16.44,4.52,90.00,1.37,83.56,-E1,0.00,DEFAULT_PEDTYPE,t_12,-64.20,-1.60,90.00,DEFAULT_VEHTYPE,9.58,35.80,-E2_2,0.00,p_0,-31.37,-4.52,270.00,1.24,68.63,-E2,0.00,DEFAULT_PEDTYPE,p_1,-27.19,-4.52,270.00,1.37,72.81,-E2,0.00,DEFAULT_PEDTYPE,p_2,-45.98,5.80,270.00,1.42,39.37,E2,0.00,DEFAULT_PEDTYPE,t_16,-90.09,3.70,270.00,DEFAULT_BIKETYPE,5.18,83.48,E2_1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.65,-46.53,0.06,DEFAULT_VEHTYPE,12.95,53.47,-E0_1,0.00,p_5,3.75,4.43,179.97,0.86,0.23,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,106.00,p_3,3.61,-9.53,180.06,0.93,90.47,-E0,0.00,DEFAULT_PEDTYPE,p_4,17.69,4.52,90.00,1.25,82.31,-E1,0.00,DEFAULT_PEDTYPE,t_12,-52.83,-1.60,90.00,DEFAULT_VEHTYPE,11.36,47.17,-E2_2,0.00,p_0,-32.43,-4.52,270.00,1.06,67.57,-E2,0.00,DEFAULT_PEDTYPE,p_1,-28.32,-4.52,270.00,1.13,71.68,-E2,0.00,DEFAULT_PEDTYPE,p_2,-47.21,5.80,270.00,1.23,40.60,E2,0.00,DEFAULT_PEDTYPE,t_16,-95.21,3.70,270.00,DEFAULT_BIKETYPE,5.11,88.60,E2_1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.66,-33.67,0.06,DEFAULT_VEHTYPE,12.86,66.33,-E0_1,0.00,p_5,3.75,4.40,179.97,0.03,0.20,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,107.00,p_3,3.61,-10.56,180.06,1.02,89.44,-E0,0.00,DEFAULT_PEDTYPE,p_4,19.05,4.52,90.00,1.35,80.95,-E1,0.00,DEFAULT_PEDTYPE,t_12,-40.54,-1.60,90.00,DEFAULT_VEHTYPE,12.30,59.46,-E2_2,0.00,p_0,-33.48,-4.52,270.00,1.06,66.52,-E2,0.00,DEFAULT_PEDTYPE,p_1,-29.58,-4.52,270.00,1.26,70.42,-E2,0.00,DEFAULT_PEDTYPE,p_2,-48.44,5.80,270.00,1.23,41.83,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.68,-20.96,0.06,DEFAULT_VEHTYPE,12.71,79.04,-E0_1,0.00,p_5,3.75,4.21,179.97,0.19,0.01,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,108.00,p_3,3.61,-11.51,180.06,0.96,88.49,-E0,0.00,DEFAULT_PEDTYPE,p_4,20.48,4.52,90.00,1.43,79.52,-E1,0.00,DEFAULT_PEDTYPE,t_12,-27.90,-1.60,90.00,DEFAULT_VEHTYPE,12.63,72.10,-E2_2,0.00,p_0,-34.78,-4.52,270.00,1.30,65.22,-E2,0.00,DEFAULT_PEDTYPE,p_1,-30.95,-4.52,270.00,1.37,69.05,-E2,0.00,DEFAULT_PEDTYPE,p_2,-49.65,5.80,270.00,1.21,43.04,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.69,-12.75,0.06,DEFAULT_VEHTYPE,8.21,87.25,-E0_1,0.00,p_5,3.75,4.21,179.97,0.00,0.01,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,109.00,p_3,3.61,-12.65,180.06,1.13,87.35,-E0,0.00,DEFAULT_PEDTYPE,p_4,21.77,4.52,90.00,1.29,78.23,-E1,0.00,DEFAULT_PEDTYPE,t_12,-15.31,-1.60,90.00,DEFAULT_VEHTYPE,12.60,84.69,-E2_2,0.00,p_0,-35.99,-4.52,270.00,1.21,64.01,-E2,0.00,DEFAULT_PEDTYPE,p_1,-32.34,-4.52,270.00,1.40,67.66,-E2,0.00,DEFAULT_PEDTYPE,p_2,-50.87,5.80,270.00,1.22,44.26,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.69,-9.04,0.06,DEFAULT_VEHTYPE,3.71,90.96,-E0_1,0.00,p_5,3.75,4.21,179.97,0.00,0.01,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,110.00,p_3,3.60,-13.74,180.06,1.09,86.26,-E0,0.00,DEFAULT_PEDTYPE,p_4,23.10,4.52,90.00,1.33,76.90,-E1,0.00,DEFAULT_PEDTYPE,t_12,-1.85,-1.60,90.00,DEFAULT_VEHTYPE,13.46,4.76,:J2_12_0,0.00,p_0,-37.09,-4.52,270.00,1.10,62.91,-E2,0.00,DEFAULT_PEDTYPE,p_1,-33.48,-4.52,270.00,1.14,66.52,-E2,0.00,DEFAULT_PEDTYPE,p_2,-52.18,5.80,270.00,1.30,45.57,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.69,-8.73,0.06,DEFAULT_VEHTYPE,0.31,91.27,-E0_1,0.00,p_5,3.75,4.21,179.97,0.00,0.01,:J2_w0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,111.00,p_3,3.60,-14.73,180.06,1.00,85.27,-E0,0.00,DEFAULT_PEDTYPE,p_4,24.53,4.52,90.00,1.44,75.47,-E1,0.00,DEFAULT_PEDTYPE,t_12,11.68,-1.60,90.00,DEFAULT_VEHTYPE,13.53,4.89,E1_2,0.00,p_0,-38.33,-4.52,270.00,1.24,61.67,-E2,0.00,DEFAULT_PEDTYPE,p_1,-34.64,-4.52,270.00,1.16,65.36,-E2,0.00,DEFAULT_PEDTYPE,p_2,-53.44,5.80,270.00,1.27,46.83,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,1.81,-6.71,1.41,DEFAULT_VEHTYPE,2.03,1.00,:J2_5_1,0.00,p_5,3.75,3.09,180.00,1.11,7.29,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,112.00,p_3,3.60,-15.70,180.06,0.97,84.30,-E0,0.00,DEFAULT_PEDTYPE,p_4,25.79,4.52,90.00,1.26,74.21,-E1,0.00,DEFAULT_PEDTYPE,t_12,24.21,-1.60,90.00,DEFAULT_VEHTYPE,12.53,17.42,E1_2,0.00,p_0,-39.42,-4.52,270.00,1.09,60.58,-E2,0.00,DEFAULT_PEDTYPE,p_1,-35.95,-4.52,270.00,1.32,64.05,-E2,0.00,DEFAULT_PEDTYPE,p_2,-54.76,5.80,270.00,1.32,48.15,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.04,-4.97,4.09,DEFAULT_VEHTYPE,1.76,2.76,:J2_5_1,0.00,p_5,3.75,2.11,180.00,0.99,6.31,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,113.00,p_3,3.60,-16.65,180.06,0.95,83.35,-E0,0.00,DEFAULT_PEDTYPE,p_4,27.18,4.52,90.00,1.39,72.82,-E1,0.00,DEFAULT_PEDTYPE,t_12,37.52,-1.60,90.00,DEFAULT_VEHTYPE,13.31,30.73,E1_2,0.00,p_0,-40.52,-4.52,270.00,1.10,59.48,-E2,0.00,DEFAULT_PEDTYPE,p_1,-37.24,-4.52,270.00,1.29,62.76,-E2,0.00,DEFAULT_PEDTYPE,p_2,-56.15,5.80,270.00,1.39,49.54,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.43,-4.21,8.61,DEFAULT_VEHTYPE,0.86,3.62,:J2_5_1,0.00,p_5,3.75,1.08,180.00,1.03,5.28,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,114.00,p_3,3.60,-17.64,180.06,0.99,82.36,-E0,0.00,DEFAULT_PEDTYPE,p_4,28.46,4.52,90.00,1.28,71.54,-E1,0.00,DEFAULT_PEDTYPE,t_12,51.01,-1.60,90.00,DEFAULT_VEHTYPE,13.49,44.22,E1_2,0.00,p_0,-41.59,-4.52,270.00,1.07,58.41,-E2,0.00,DEFAULT_PEDTYPE,p_1,-38.38,-4.52,270.00,1.14,61.62,-E2,0.00,DEFAULT_PEDTYPE,p_2,-57.62,5.80,270.00,1.46,51.01,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.56,-3.94,10.20,DEFAULT_VEHTYPE,0.30,3.92,:J2_5_1,0.00,p_5,3.75,0.02,180.00,1.05,4.22,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,115.00,p_3,3.60,-18.71,180.06,1.07,81.29,-E0,0.00,DEFAULT_PEDTYPE,p_4,29.87,4.52,90.00,1.40,70.13,-E1,0.00,DEFAULT_PEDTYPE,t_12,63.82,-1.60,90.00,DEFAULT_VEHTYPE,12.81,57.03,E1_2,0.00,p_0,-42.64,-4.52,270.00,1.05,57.36,-E2,0.00,DEFAULT_PEDTYPE,p_1,-39.64,-4.52,270.00,1.26,60.36,-E2,0.00,DEFAULT_PEDTYPE,p_2,-59.05,5.80,270.00,1.44,52.44,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.58,-3.91,10.42,DEFAULT_VEHTYPE,0.04,3.96,:J2_5_1,0.00,p_5,3.75,-1.13,180.00,1.15,3.07,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,116.00,p_3,3.60,-19.70,180.06,1.00,80.30,-E0,0.00,DEFAULT_PEDTYPE,p_4,31.11,4.52,90.00,1.24,68.89,-E1,0.00,DEFAULT_PEDTYPE,t_12,76.96,-1.60,90.00,DEFAULT_VEHTYPE,13.15,70.17,E1_2,0.00,p_0,-43.91,-4.52,270.00,1.27,56.09,-E2,0.00,DEFAULT_PEDTYPE,p_1,-41.02,-4.52,270.00,1.38,58.98,-E2,0.00,DEFAULT_PEDTYPE,p_2,-60.45,5.80,270.00,1.39,53.84,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.58,-3.90,10.44,DEFAULT_VEHTYPE,0.00,3.96,:J2_5_1,0.00,p_5,3.75,-2.21,180.00,1.08,1.99,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,117.00,p_3,3.60,-20.78,180.06,1.07,79.22,-E0,0.00,DEFAULT_PEDTYPE,p_4,32.32,4.52,90.00,1.21,67.68,-E1,0.00,DEFAULT_PEDTYPE,t_12,89.29,-1.60,90.00,DEFAULT_VEHTYPE,12.32,82.50,E1_2,0.00,p_0,-45.07,-4.52,270.00,1.16,54.93,-E2,0.00,DEFAULT_PEDTYPE,p_1,-42.38,-4.52,270.00,1.36,57.62,-E2,0.00,DEFAULT_PEDTYPE,p_2,-61.71,5.80,270.00,1.26,55.10,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,2.58,-3.90,10.45,DEFAULT_VEHTYPE,0.00,3.96,:J2_5_1,0.00,p_5,3.75,-3.38,180.00,1.17,0.82,:J2_c0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,118.00,p_3,3.60,-21.84,180.06,1.06,78.16,-E0,0.00,DEFAULT_PEDTYPE,p_4,33.76,4.52,90.00,1.44,66.24,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-46.12,-4.52,270.00,1.05,53.88,-E2,0.00,DEFAULT_PEDTYPE,p_1,-43.67,-4.52,270.00,1.29,56.33,-E2,0.00,DEFAULT_PEDTYPE,p_2,-63.19,5.80,270.00,1.48,56.58,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,3.61,-2.66,22.68,DEFAULT_VEHTYPE,1.66,5.62,:J2_5_1,0.00,p_5,3.75,-4.40,180.03,1.02,3.38,:J2_w1,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,119.00,p_3,3.60,-22.98,180.06,1.14,77.02,-E0,0.00,DEFAULT_PEDTYPE,p_4,34.97,4.52,90.00,1.21,65.03,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-47.20,-4.52,270.00,1.08,52.80,-E2,0.00,DEFAULT_PEDTYPE,p_1,-44.81,-4.52,270.00,1.14,55.19,-E2,0.00,DEFAULT_PEDTYPE,p_2,-64.53,5.80,270.00,1.34,57.92,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,7.39,-1.60,69.42,DEFAULT_VEHTYPE,4.03,0.60,E1_2,0.00,p_5,3.66,-5.40,180.03,1.02,2.36,:J2_w1,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,120.00,p_3,3.59,-23.98,180.06,1.00,76.02,-E0,0.00,DEFAULT_PEDTYPE,p_4,36.38,4.52,90.00,1.41,63.62,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-48.30,-4.52,270.00,1.10,51.70,-E2,0.00,DEFAULT_PEDTYPE,p_1,-46.10,-4.52,270.00,1.29,53.90,-E2,0.00,DEFAULT_PEDTYPE,p_2,-65.91,5.80,270.00,1.38,59.30,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,13.40,-1.60,90.00,DEFAULT_VEHTYPE,6.01,6.61,E1_2,0.00,p_5,3.34,-6.50,180.03,1.15,1.22,:J2_w1,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,121.00,p_3,3.59,-25.11,180.06,1.14,74.89,-E0,0.00,DEFAULT_PEDTYPE,p_4,37.66,4.52,90.00,1.27,62.34,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-49.56,-4.52,270.00,1.26,50.44,-E2,0.00,DEFAULT_PEDTYPE,p_1,-47.34,-4.52,270.00,1.24,52.66,-E2,0.00,DEFAULT_PEDTYPE,p_2,-67.18,5.80,270.00,1.26,60.57,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,21.22,-1.60,90.00,DEFAULT_VEHTYPE,7.82,14.43,E1_2,0.00,p_5,3.25,-7.66,180.03,1.17,0.05,:J2_w1,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,122.00,p_3,3.59,-26.25,180.06,1.14,73.75,-E0,0.00,DEFAULT_PEDTYPE,p_4,38.89,4.52,90.00,1.24,61.11,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-50.80,-4.52,270.00,1.25,49.20,-E2,0.00,DEFAULT_PEDTYPE,p_1,-48.64,-4.52,270.00,1.30,51.36,-E2,0.00,DEFAULT_PEDTYPE,p_2,-68.54,5.80,270.00,1.36,61.93,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,31.59,-1.60,90.00,DEFAULT_VEHTYPE,10.37,24.80,E1_2,0.00,p_3,3.59,-27.38,180.06,1.13,72.62,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,123.00,p_5,3.61,-8.77,180.06,1.10,91.23,-E0,0.00,DEFAULT_PEDTYPE,p_4,40.12,4.52,90.00,1.22,59.88,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-51.85,-4.52,270.00,1.05,48.15,-E2,0.00,DEFAULT_PEDTYPE,p_1,-49.78,-4.52,270.00,1.14,50.22,-E2,0.00,DEFAULT_PEDTYPE,p_2,-69.91,5.80,270.00,1.37,63.30,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,43.96,-1.60,90.00,DEFAULT_VEHTYPE,12.37,37.17,E1_2,0.00,p_3,3.59,-28.41,180.06,1.04,71.58,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,124.00,p_5,3.61,-9.87,180.06,1.10,90.13,-E0,0.00,DEFAULT_PEDTYPE,p_4,41.50,4.52,90.00,1.39,58.50,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-53.09,-4.52,270.00,1.23,46.91,-E2,0.00,DEFAULT_PEDTYPE,p_1,-51.02,-4.52,270.00,1.25,48.98,-E2,0.00,DEFAULT_PEDTYPE,p_2,-71.24,5.80,270.00,1.34,64.63,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,57.70,-1.60,90.00,DEFAULT_VEHTYPE,13.75,50.91,E1_2,0.00,p_3,3.59,-29.45,180.06,1.04,70.54,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,125.00,p_5,3.61,-10.91,180.06,1.05,89.09,-E0,0.00,DEFAULT_PEDTYPE,p_4,42.77,4.52,90.00,1.27,57.23,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-54.26,-4.52,270.00,1.17,45.74,-E2,0.00,DEFAULT_PEDTYPE,p_1,-52.31,-4.52,270.00,1.29,47.69,-E2,0.00,DEFAULT_PEDTYPE,p_2,-72.63,5.80,270.00,1.39,66.02,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,71.69,-1.60,90.00,DEFAULT_VEHTYPE,13.99,64.90,E1_2,0.00,p_3,3.59,-30.57,180.06,1.12,69.43,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,126.00,p_5,3.61,-12.13,180.06,1.22,87.87,-E0,0.00,DEFAULT_PEDTYPE,p_4,44.00,4.52,90.00,1.23,56.00,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-55.44,-4.52,270.00,1.18,44.56,-E2,0.00,DEFAULT_PEDTYPE,p_1,-53.54,-4.52,270.00,1.23,46.46,-E2,0.00,DEFAULT_PEDTYPE,p_2,-73.84,5.80,270.00,1.21,67.23,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,85.38,-1.60,90.00,DEFAULT_VEHTYPE,13.69,78.59,E1_2,0.00,p_3,3.59,-31.64,180.06,1.07,68.36,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,127.00,p_5,3.60,-13.32,180.06,1.19,86.68,-E0,0.00,DEFAULT_PEDTYPE,p_4,45.21,4.52,90.00,1.21,54.79,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-56.62,-4.52,270.00,1.19,43.38,-E2,0.00,DEFAULT_PEDTYPE,p_1,-54.71,-4.52,270.00,1.17,45.29,-E2,0.00,DEFAULT_PEDTYPE,p_2,-75.15,5.80,270.00,1.32,68.54,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t_11,99.33,-1.60,90.00,DEFAULT_VEHTYPE,13.95,92.54,E1_2,0.00,p_3,3.59,-32.69,180.06,1.05,67.31,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,128.00,p_5,3.60,-14.45,180.06,1.13,85.54,-E0,0.00,DEFAULT_PEDTYPE,p_4,46.42,4.52,90.00,1.21,53.58,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-57.78,-4.52,270.00,1.15,42.22,-E2,0.00,DEFAULT_PEDTYPE,p_1,-55.98,-4.52,270.00,1.27,44.02,-E2,0.00,DEFAULT_PEDTYPE,p_2,-76.63,5.80,270.00,1.48,70.02,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-33.83,180.06,1.14,66.17,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,129.00,p_5,3.60,-15.57,180.06,1.12,84.42,-E0,0.00,DEFAULT_PEDTYPE,p_4,47.64,4.52,90.00,1.23,52.36,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-59.03,-4.52,270.00,1.26,40.97,-E2,0.00,DEFAULT_PEDTYPE,p_1,-57.23,-4.52,270.00,1.26,42.77,-E2,0.00,DEFAULT_PEDTYPE,p_2,-77.85,5.80,270.00,1.22,71.24,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,p_3,3.58,-34.94,180.06,1.11,65.06,-E0,0.00,DEFAULT_PEDTYPE,c_0,-6.61,8.20,180.00,0.00,0.00,E2,0.00,infra,130.00,p_5,3.60,-16.79,180.06,1.21,83.21,-E0,0.00,DEFAULT_PEDTYPE,p_4,48.86,4.52,90.00,1.21,51.14,-E1,0.00,DEFAULT_PEDTYPE,,,,,,,,,,p_0,-60.08,-4.52,270.00,1.05,39.92,-E2,0.00,DEFAULT_PEDTYPE,p_1,-58.50,-4.52,270.00,1.27,41.50,-E2,0.00,DEFAULT_PEDTYPE,p_2,-79.07,5.80,270.00,1.22,72.46,E2,0.00,DEFAULT_PEDTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
