Time,Protocol,Average Delay (s),Loss Rate (%),Average Load,Average Distance,Reachability Rate (%),MAB Selection Rate (%),Success Count,Total Communications
8.0,V2I,0.5,0.0,1.0,65.68690889362962,100.0,4.0,1,4
19.0,V2I,0.5,0.0,1.0,12.37070733628437,100.0,2.0408163265306123,1,7
20.0,V2I,0.5,0.0,1.0,12.08912321055584,100.0,2.8301886792452833,1,8
21.0,V2I,0.5,0.0,1.0,69.77400232178171,100.0,3.5398230088495577,1,8
22.0,V2I,0.5,0.0,1.0,17.26170327632821,100.0,4.132231404958678,1,8
25.0,V2I,0.5,0.0,1.0,69.13391858061524,100.0,4.761904761904762,2,10
28.0,V2I,0.5,0.0,1.0,78.13236525281953,100.0,4.519774011299435,1,10
30.0,V2I,0.5,0.0,1.0,75.62738194595923,100.0,4.522613065326634,1,12
31.0,V2I,0.5,0.0,1.0,60.13446581596352,100.0,5.213270142180095,2,12
32.0,V2I,0.5,0.0,1.0,81.94809088685349,100.0,5.381165919282512,1,12
35.0,V2I,0.5,0.0,1.0,72.24211790915325,100.0,5.058365758754864,1,12
36.0,V2I,0.5,0.0,1.0,49.534558643436,100.0,5.204460966542751,1,12
42.0,V2I,0.75,0.0,1.0,7.989524391351465,100.0,4.424778761061947,1,12
44.0,V2I,0.5,0.0,1.0,15.256197774906799,100.0,4.7091412742382275,2,11
45.0,V2I,0.5,0.0,1.0,76.14561116702656,100.0,4.838709677419355,1,11
46.0,V2I,0.5,0.0,1.0,72.31838486033769,100.0,5.221932114882506,2,11
48.0,V2I,0.5,0.0,1.0,61.14008259726183,100.0,5.223880597014925,1,9
49.0,V2I,0.5,0.0,1.0,42.340226735339996,100.0,5.35279805352798,1,9
55.0,V2I,0.5,0.0,1.0,32.359684637485145,100.0,5.084745762711865,2,9
57.0,V2I,0.75,0.0,1.0,32.061891709629364,100.0,5.091649694501019,1,10
58.0,V2I,0.5,0.0,1.0,87.38128460946314,100.0,5.189620758483033,1,10
60.0,V2I,0.5,0.0,1.0,56.00366059464327,100.0,5.172413793103448,1,11
62.0,V2I,0.5,0.0,1.0,36.766050916572475,100.0,5.156537753222836,1,11
64.0,V2I,0.5,0.0,1.0,28.328751032026588,100.0,5.49645390070922,3,11
72.0,V2I,0.5,0.0,1.0,25.477976764256614,100.0,4.790419161676647,1,13
74.0,V2I,0.5,0.0,1.0,22.500488883577617,100.0,4.755043227665706,1,13
78.0,V2I,0.5,0.0,1.0,38.4641183442439,100.0,4.5760430686406455,1,12
80.0,V2I,0.5,0.0,1.0,24.88773392657516,100.0,4.563233376792699,1,12
82.0,V2I,0.5,0.0,1.0,15.390597779163745,100.0,4.551201011378002,1,12
83.0,V2I,0.5,0.0,1.0,25.116410969722565,100.0,4.60772104607721,1,12
85.0,V2I,0.0,100.0,1.0,16.072800004977353,100.0,4.611650485436893,0,10
87.0,V2I,0.5,0.0,1.0,16.727920630541064,100.0,4.744958481613286,2,10
89.0,V2I,0.5,0.0,1.0,14.252834805750046,100.0,4.750869061413673,1,10
92.0,V2I,0.75,0.0,1.0,13.322161986704709,100.0,4.713804713804714,1,9
93.0,V2I,0.5,0.0,1.0,13.72676218195682,100.0,4.777777777777778,1,9
96.0,V2I,0.5,0.0,1.0,15.524445239685699,100.0,4.746494066882416,1,9
104.0,V2I,0.5,0.0,1.0,44.95741608811158,100.0,4.6,2,9
105.0,V2I,0.5,0.0,1.0,19.672938265546403,100.0,4.658077304261645,1,9
106.0,V2I,0.5,0.0,1.0,88.71420404873167,100.0,4.715127701375246,1,9
108.0,V2I,0.5,0.0,1.0,43.10686256270572,100.0,4.738878143133462,1,8
109.0,V2I,0.5,0.0,1.0,28.702461566910948,100.0,4.798464491362764,1,8
110.0,V2I,0.5,0.0,1.0,45.633155709418126,100.0,4.857142857142857,1,8
112.0,V2I,0.5,0.0,1.0,32.608317957232934,100.0,4.878048780487805,1,8
117.0,V2I,0.5,0.0,1.0,55.15224383468002,100.0,4.792043399638336,1,8
118.0,V2I,0.5,0.0,1.0,39.1821643097979,100.0,4.8517520215633425,1,7
119.0,V2I,0.5,0.0,1.0,37.27581079918804,100.0,5.0,2,7
120.0,V2I,0.5,0.0,1.0,17.042092007731913,100.0,5.057675244010648,1,7
126.0,V2I,0.5,0.0,1.0,50.74361536193494,100.0,4.961505560307955,1,7
128.0,V2I,0.5,0.0,1.0,24.844850573106694,100.0,4.987320371935756,1,7
131.0,V2I,0.5,0.0,1.0,65.00975670206569,100.0,5.07910074937552,2,6
139.0,V2I,0.5,0.0,1.0,84.53407596939829,100.0,4.963971176941554,1,6
142.0,V2I,0.5,0.0,1.0,39.5769832099416,100.0,4.972375690607735,1,6
143.0,V2I,0.5,0.0,1.0,70.23149791938087,100.0,5.027494108405342,1,6
155.0,V2I,0.5,0.0,1.0,83.59343754147213,100.0,4.868913857677903,1,5
156.0,V2I,0.5,0.0,1.0,85.2443693155155,100.0,4.925373134328359,1,5
165.0,V2I,0.75,0.0,1.0,79.7994241833862,100.0,4.855072463768116,1,3
172.0,V2I,0.75,0.0,1.0,72.82362940694456,100.0,4.86409155937053,1,2
